,Weight Room,Date,time,count
10272,1.0,2016-02-11,03:30pm ,100
10273,1.0,2016-02-12,03:30pm ,120
10274,1.0,2016-02-13,03:30pm ,56
10275,1.0,2016-02-14,03:30pm ,57
10276,1.0,2016-02-15,03:30pm ,130
10277,1.0,2016-02-16,03:30pm ,96
10278,1.0,2016-02-17,03:30pm ,107
10279,1.0,2016-02-18,03:30pm ,118
10280,1.0,2016-02-19,03:30pm ,143
10281,1.0,2016-02-20,03:30pm ,79
10282,1.0,2016-02-21,03:30pm ,86
10283,1.0,2016-02-22,03:30pm ,136
10284,1.0,2016-02-23,03:30pm ,127
10285,1.0,2016-02-24,03:30pm ,118
10286,1.0,2016-02-25,03:30pm ,144
10287,1.0,2016-02-26,03:30pm ,98
10288,1.0,2016-02-27,03:30pm ,
10289,1.0,2016-02-28,03:30pm ,82
10290,1.0,2016-02-29,03:30pm ,132
10291,1.0,2016-03-01,03:30pm ,90
10292,1.0,2016-03-02,03:30pm ,148
10293,1.0,2016-03-03,03:30pm ,120
10294,1.0,2016-03-04,03:30pm ,91
10295,1.0,2016-03-05,03:30pm ,70
10296,1.0,2016-03-06,03:30pm ,76
10297,1.0,2016-03-07,03:30pm ,146
10298,1.0,2016-03-08,03:30pm ,106
10299,1.0,2016-03-09,03:30pm ,82
10300,1.0,2016-03-10,03:30pm ,95
10301,1.0,2016-03-11,03:30pm ,69
10302,1.0,2016-03-12,03:30pm ,46
10303,1.0,2016-03-13,03:30pm ,41
10304,1.0,2016-03-14,03:30pm ,39
10305,1.0,2016-03-15,03:30pm ,37
10306,1.0,2016-03-16,03:30pm ,32
10307,1.0,2016-03-17,03:30pm ,28
10308,1.0,2016-03-18,03:30pm ,39
10309,1.0,2016-03-19,03:30pm ,37
10310,1.0,2016-03-20,03:30pm ,49
10311,1.0,2016-03-21,03:30pm ,164
10312,1.0,2016-03-22,03:30pm ,94
10313,1.0,2016-03-23,03:30pm ,125
10314,1.0,2016-03-24,03:30pm ,93
10315,1.0,2016-03-25,03:30pm ,116
10316,1.0,2016-03-26,03:30pm ,64
10317,1.0,2016-03-27,03:30pm ,76
10318,1.0,2016-03-28,03:30pm ,150
10319,1.0,2016-03-29,03:30pm ,113
10320,1.0,2016-03-30,03:30pm ,127
10321,1.0,2016-03-31,03:30pm ,102
10322,1.0,2016-04-14,03:30pm ,112
10323,1.0,2016-04-01,03:30pm ,91
10324,1.0,2016-04-02,03:30pm ,76
10325,1.0,2016-04-03,03:30pm ,84
10326,1.0,2016-04-04,03:30pm ,167
10327,1.0,2016-04-05,03:30pm ,121
10328,1.0,2016-04-06,03:30pm ,106
10329,1.0,2016-04-07,03:30pm ,117
10330,1.0,2016-04-08,03:30pm ,110
10331,1.0,2016-04-09,03:30pm ,73
10332,1.0,2016-04-13,03:30pm ,108
10333,1.0,2016-04-15,03:30pm ,89
10334,1.0,2016-04-17,03:30pm ,80
10335,1.0,2016-04-10,03:30pm ,99
10336,1.0,2016-04-11,03:30pm ,167
10337,1.0,2016-04-12,03:30pm ,117
10338,1.0,2016-04-16,03:30pm ,60
10339,1.0,2016-05-24,03:30pm ,
10340,1.0,2016-05-02,03:30pm ,149
10341,1.0,2016-05-03,03:30pm ,110
10342,1.0,2016-05-04,03:30pm ,115
10343,1.0,2016-05-05,03:30pm ,89
10344,1.0,2016-05-06,03:30pm ,110
10345,1.0,2016-05-08,03:30pm ,78
10346,1.0,2016-05-09,03:30pm ,
10347,1.0,2016-05-10,03:30pm ,
10348,1.0,2016-05-11,03:30pm ,
10349,1.0,2016-05-12,03:30pm ,
10350,1.0,2016-05-13,03:30pm ,
10351,1.0,2016-05-01,03:30pm ,71
10352,2.0,2015-10-01,03:30pm ,56
10353,2.0,2015-10-02,03:30pm ,83
10354,2.0,2015-10-03,03:30pm ,53
10355,2.0,2015-10-04,03:30pm ,48
10356,2.0,2015-10-05,03:30pm ,82
10357,2.0,2015-10-06,03:30pm ,77
10358,2.0,2015-10-07,03:30pm ,71
10359,2.0,2015-10-08,03:30pm ,72
10360,2.0,2015-10-09,03:30pm ,62
10361,2.0,2015-10-10,03:30pm ,
10362,2.0,2015-10-11,03:30pm ,43
10363,2.0,2015-10-12,03:30pm ,79
10364,2.0,2015-10-13,03:30pm ,66
10365,2.0,2015-10-14,03:30pm ,73
10366,2.0,2015-10-15,03:30pm ,52
10367,2.0,2015-10-16,03:30pm ,82
10368,2.0,2015-10-17,03:30pm ,49
10369,2.0,2015-10-18,03:30pm ,36
10370,2.0,2015-10-19,03:30pm ,85
10371,2.0,2015-10-20,03:30pm ,54
10372,2.0,2015-10-21,03:30pm ,52
10373,2.0,2015-10-22,03:30pm ,86
10374,2.0,2015-10-23,03:30pm ,67
10375,2.0,2015-10-24,03:30pm ,
10376,2.0,2015-10-25,03:30pm ,53
10377,2.0,2015-10-26,03:30pm ,87
10378,2.0,2015-10-27,03:30pm ,71
10379,2.0,2015-10-28,03:30pm ,57
10380,2.0,2015-10-29,03:30pm ,54
10381,2.0,2015-10-30,03:30pm ,58
10382,2.0,2015-10-31,03:30pm ,51
10383,2.0,2015-11-01,03:30pm ,40
10384,2.0,2015-11-02,03:30pm ,67
10385,2.0,2015-11-03,03:30pm ,75
10386,2.0,2015-11-04,03:30pm ,58
10387,2.0,2015-11-05,03:30pm ,62
10388,2.0,2015-11-06,03:30pm ,71
10389,2.0,2015-11-07,03:30pm ,41
10390,2.0,2015-11-08,03:30pm ,45
10391,2.0,2015-11-09,03:30pm ,68
10392,2.0,2015-11-10,03:30pm ,55
10393,2.0,2015-11-11,03:30pm ,46
10394,2.0,2015-11-12,03:30pm ,66
10395,2.0,2015-11-13,03:30pm ,59
10396,2.0,2015-11-14,03:30pm ,50
10397,2.0,2015-11-15,03:30pm ,52
10398,2.0,2015-11-16,03:30pm ,77
10399,2.0,2015-11-17,03:30pm ,65
10400,2.0,2015-11-18,03:30pm ,67
10401,2.0,2015-11-19,03:30pm ,63
10402,2.0,2015-11-20,03:30pm ,75
10403,2.0,2015-11-21,03:30pm ,32
10404,2.0,2015-11-22,03:30pm ,37
10405,2.0,2015-11-23,03:30pm ,73
10406,2.0,2015-11-24,03:30pm ,45
10407,2.0,2015-11-25,03:30pm ,27
10408,2.0,2015-11-28,03:30pm ,21
10409,2.0,2015-11-29,03:30pm ,22
10410,2.0,2015-11-30,03:30pm ,73
10411,2.0,2015-12-01,03:30pm ,71
10412,2.0,2015-12-02,03:30pm ,50
10413,2.0,2015-12-03,03:30pm ,62
10414,2.0,2015-12-04,03:30pm ,77
10415,2.0,2015-12-05,03:30pm ,62
10416,2.0,2015-12-06,03:30pm ,60
10417,2.0,2015-12-07,03:30pm ,82
10418,2.0,2015-12-08,03:30pm ,81
10419,2.0,2015-12-09,03:30pm ,58
10420,2.0,2015-12-10,03:30pm ,38
10421,2.0,2015-12-11,03:30pm ,61
10422,2.0,2015-12-12,03:30pm ,59
10423,2.0,2015-12-13,03:30pm ,30
10424,2.0,2015-12-14,03:30pm ,39
10425,2.0,2015-12-15,03:30pm ,35
10426,2.0,2015-12-16,03:30pm ,34
10427,2.0,2015-12-17,03:30pm ,23
10428,2.0,2015-12-18,03:30pm ,18
10429,2.0,2015-12-19,03:30pm ,8
10430,2.0,2015-12-20,03:30pm ,12
10431,2.0,2015-12-21,03:30pm ,16
10432,2.0,2015-12-22,03:30pm ,9
10433,2.0,2015-12-23,03:30pm ,16
10434,2.0,2016-01-15,03:30pm ,93
10435,2.0,2016-01-16,03:30pm ,84
10436,2.0,2016-01-22,03:30pm ,104
10437,2.0,2016-01-29,03:30pm ,101
10438,2.0,2016-01-02,03:30pm ,19
10439,2.0,2016-01-04,03:30pm ,15
10440,2.0,2016-01-05,03:30pm ,27
10441,2.0,2016-01-06,03:30pm ,25
10442,2.0,2016-01-07,03:30pm ,35
10443,2.0,2016-01-08,03:30pm ,24
10444,2.0,2016-01-09,03:30pm ,22
10445,2.0,2016-01-11,03:30pm ,52
10446,2.0,2016-01-12,03:30pm ,68
10447,2.0,2016-01-13,03:30pm ,140
10448,2.0,2016-01-14,03:30pm ,80
10449,2.0,2016-01-17,03:30pm ,83
10450,2.0,2016-01-18,03:30pm ,140
10451,2.0,2016-01-19,03:30pm ,74
10452,2.0,2016-01-20,03:30pm ,111
10453,2.0,2016-01-21,03:30pm ,68
10454,2.0,2016-01-23,03:30pm ,81
10455,2.0,2016-01-25,03:30pm ,150
10456,2.0,2016-01-26,03:30pm ,74
10457,2.0,2016-01-27,03:30pm ,120
10458,2.0,2016-01-28,03:30pm ,115
10459,2.0,2016-01-31,03:30pm ,58
10460,2.0,2016-01-03,03:30pm ,21
10461,2.0,2016-01-30,03:30pm ,78
10462,2.0,2016-01-23,03:30pm ,81
10463,2.0,2016-02-01,03:30pm ,105
10464,2.0,2016-02-02,03:30pm ,65
10465,2.0,2016-02-03,03:30pm ,82
10466,2.0,2016-02-04,03:30pm ,80
10467,2.0,2016-02-05,03:30pm ,62
10468,2.0,2016-02-06,03:30pm ,61
10469,2.0,2016-02-07,03:30pm ,36
10470,2.0,2016-02-08,03:30pm ,90
10471,2.0,2016-02-09,03:30pm ,52
10472,2.0,2016-02-10,03:30pm ,85
10473,2.0,2016-02-11,03:30pm ,64
10474,2.0,2016-02-12,03:30pm ,65
10475,2.0,2016-02-13,03:30pm ,39
10476,2.0,2016-02-14,03:30pm ,34
10477,2.0,2016-02-15,03:30pm ,78
10478,2.0,2016-02-16,03:30pm ,68
10479,2.0,2016-02-17,03:30pm ,102
10480,2.0,2016-02-18,03:30pm ,56
10481,2.0,2016-02-19,03:30pm ,92
10482,2.0,2016-02-20,03:30pm ,58
10483,2.0,2016-02-21,03:30pm ,54
10484,2.0,2016-02-22,03:30pm ,108
10485,2.0,2016-02-23,03:30pm ,63
10486,2.0,2016-02-24,03:30pm ,95
10487,2.0,2016-02-25,03:30pm ,76
10488,2.0,2016-02-26,03:30pm ,65
10489,2.0,2016-02-27,03:30pm ,
10490,2.0,2016-02-28,03:30pm ,62
10491,2.0,2016-02-29,03:30pm ,82
10492,2.0,2016-03-01,03:30pm ,89
10493,2.0,2016-03-02,03:30pm ,86
10494,2.0,2016-03-03,03:30pm ,67
10495,2.0,2016-03-04,03:30pm ,75
10496,2.0,2016-03-05,03:30pm ,40
10497,2.0,2016-03-06,03:30pm ,34
10498,2.0,2016-03-07,03:30pm ,72
10499,2.0,2016-03-08,03:30pm ,63
10500,2.0,2016-03-09,03:30pm ,86
10501,2.0,2016-03-10,03:30pm ,41
10502,2.0,2016-03-11,03:30pm ,36
10503,2.0,2016-03-12,03:30pm ,22
10504,2.0,2016-03-13,03:30pm ,15
10505,2.0,2016-03-14,03:30pm ,28
10506,2.0,2016-03-15,03:30pm ,20
10507,2.0,2016-03-16,03:30pm ,15
10508,2.0,2016-03-17,03:30pm ,13
10509,2.0,2016-03-18,03:30pm ,22
10510,2.0,2016-03-19,03:30pm ,25
10511,2.0,2016-03-20,03:30pm ,34
10512,2.0,2016-03-21,03:30pm ,105
10513,2.0,2016-03-22,03:30pm ,76
10514,2.0,2016-03-23,03:30pm ,92
10515,2.0,2016-03-24,03:30pm ,59
10516,2.0,2016-03-25,03:30pm ,62
10517,2.0,2016-03-26,03:30pm ,32
10518,2.0,2016-03-27,03:30pm ,35
10519,2.0,2016-03-28,03:30pm ,95
10520,2.0,2016-03-29,03:30pm ,86
10521,2.0,2016-03-30,03:30pm ,82
10522,2.0,2016-03-31,03:30pm ,75
10523,2.0,2016-04-14,03:30pm ,89
10524,2.0,2016-04-01,03:30pm ,58
10525,2.0,2016-04-02,03:30pm ,58
10526,2.0,2016-04-03,03:30pm ,33
10527,2.0,2016-04-04,03:30pm ,104
10528,2.0,2016-04-05,03:30pm ,86
10529,2.0,2016-04-06,03:30pm ,79
10530,2.0,2016-04-07,03:30pm ,87
10531,2.0,2016-04-08,03:30pm ,69
10532,2.0,2016-04-09,03:30pm ,39
10533,2.0,2016-04-13,03:30pm ,84
10534,2.0,2016-04-15,03:30pm ,86
10535,2.0,2016-04-17,03:30pm ,58
10536,2.0,2016-04-10,03:30pm ,50
10537,2.0,2016-04-11,03:30pm ,103
10538,2.0,2016-04-12,03:30pm ,76
10539,2.0,2016-04-16,03:30pm ,42
10540,2.0,2016-05-24,03:30pm ,
10541,2.0,2016-05-02,03:30pm ,95
10542,2.0,2016-05-03,03:30pm ,70
10543,2.0,2016-05-04,03:30pm ,65
10544,2.0,2016-05-05,03:30pm ,41
10545,2.0,2016-05-06,03:30pm ,54
10546,2.0,2016-05-08,03:30pm ,47
10547,2.0,2016-05-09,03:30pm ,
10548,2.0,2016-05-10,03:30pm ,
10549,2.0,2016-05-11,03:30pm ,
10550,2.0,2016-05-12,03:30pm ,
10551,2.0,2016-05-13,03:30pm ,
10552,2.0,2016-05-01,03:30pm ,33
11150,2.0,2015-08-04,04:30pm ,25
11151,2.0,2015-08-05,04:30pm ,21
11152,2.0,2015-08-06,04:30pm ,14
11153,2.0,2015-08-07,04:30pm ,31
11154,2.0,2015-08-08,04:30pm ,27
11155,2.0,2015-08-09,04:30pm ,31
11156,2.0,2015-08-10,04:30pm ,42
11157,2.0,2015-08-11,04:30pm ,22
11158,2.0,2015-08-12,04:30pm ,31
11159,2.0,2015-08-13,04:30pm ,26
11160,2.0,2015-08-14,04:30pm ,22
11161,2.0,2015-08-15,04:30pm ,32
11162,2.0,2015-08-16,04:30pm ,
11163,2.0,2015-08-17,04:30pm ,62
11164,2.0,2015-08-18,04:30pm ,
11165,2.0,2015-08-19,04:30pm ,76
11166,2.0,2015-08-20,04:30pm ,59
11167,2.0,2015-08-21,04:30pm ,79
11168,2.0,2015-08-22,04:30pm ,0
11169,2.0,2015-08-23,04:30pm ,59
11170,2.0,2015-08-24,04:30pm ,125
11171,2.0,2015-08-25,04:30pm ,60
11172,2.0,2015-08-26,04:30pm ,79
11173,2.0,2015-08-27,04:30pm ,80
11174,2.0,2015-08-28,04:30pm ,114
11175,2.0,2015-08-29,04:30pm ,50
11176,2.0,2015-08-30,04:30pm ,92
11177,2.0,2015-08-31,04:30pm ,121
11178,2.0,2015-09-01,04:30pm ,110
11179,2.0,2015-09-02,04:30pm ,78
11180,2.0,2015-09-03,04:30pm ,45
11181,2.0,2015-09-04,04:30pm ,90
11182,2.0,2015-09-05,04:30pm , 
11183,2.0,2015-09-06,04:30pm ,54
11184,2.0,2015-09-07,04:30pm ,83
11185,2.0,2015-09-08,04:30pm ,83
11186,2.0,2015-09-09,04:30pm ,80
11187,2.0,2015-09-10,04:30pm ,72
11188,2.0,2015-09-11,04:30pm ,78
11189,2.0,2015-09-12,04:30pm ,48
11190,2.0,2015-09-13,04:30pm ,58
11191,2.0,2015-09-14,04:30pm ,81
11192,2.0,2015-09-15,04:30pm ,77
11193,2.0,2015-09-16,04:30pm ,78
11194,2.0,2015-09-17,04:30pm ,82
11195,2.0,2015-09-18,04:30pm ,72
11196,2.0,2015-09-19,04:30pm ,37
11197,2.0,2015-09-20,04:30pm ,48
11198,2.0,2015-09-21,04:30pm ,110
11199,2.0,2015-09-22,04:30pm ,91
11200,2.0,2015-09-23,04:30pm ,54
11201,2.0,2015-09-24,04:30pm ,96
11202,2.0,2015-09-25,04:30pm ,61
11203,2.0,2015-09-26,04:30pm ,
11204,2.0,2015-09-27,04:30pm ,58
11205,2.0,2015-09-28,04:30pm ,83
11206,2.0,2015-09-29,04:30pm ,71
11207,2.0,2015-09-30,04:30pm ,68
11208,1.0,2015-08-04,04:30pm ,84
11209,1.0,2015-08-05,04:30pm ,68
11210,1.0,2015-08-06,04:30pm ,67
11211,1.0,2015-08-07,04:30pm ,36
11212,1.0,2015-08-08,04:30pm ,39
11213,1.0,2015-08-09,04:30pm ,32
11214,1.0,2015-08-10,04:30pm ,81
11215,1.0,2015-08-11,04:30pm ,62
11216,1.0,2015-08-12,04:30pm ,71
11217,1.0,2015-08-13,04:30pm ,37
11218,1.0,2015-08-14,04:30pm ,70
11219,1.0,2015-08-15,04:30pm ,61
11220,1.0,2015-08-16,04:30pm ,
11221,1.0,2015-08-17,04:30pm ,139
11222,1.0,2015-08-18,04:30pm ,
11223,1.0,2015-08-19,04:30pm ,83
11224,1.0,2015-08-20,04:30pm ,92
11225,1.0,2015-08-21,04:30pm ,121
11226,1.0,2015-08-22,04:30pm ,0
11227,1.0,2015-08-23,04:30pm ,174
11228,1.0,2015-08-24,04:30pm ,203
11229,1.0,2015-08-25,04:30pm ,110
11230,1.0,2015-08-26,04:30pm ,100
11231,1.0,2015-08-27,04:30pm ,132
11232,1.0,2015-08-28,04:30pm ,167
11233,1.0,2015-08-29,04:30pm ,95
11234,1.0,2015-08-30,04:30pm ,102
11235,1.0,2015-08-31,04:30pm ,196
11236,1.0,2015-09-01,04:30pm ,135
11237,1.0,2015-09-02,04:30pm ,131
11238,1.0,2015-09-03,04:30pm ,84
11239,1.0,2015-09-04,04:30pm ,143
11240,1.0,2015-09-05,04:30pm ,111
11241,1.0,2015-09-06,04:30pm ,103
11242,1.0,2015-09-07,04:30pm ,109
11243,1.0,2015-09-08,04:30pm ,104
11244,1.0,2015-09-09,04:30pm ,149
11245,1.0,2015-09-10,04:30pm ,125
11246,1.0,2015-09-11,04:30pm ,177
11247,1.0,2015-09-12,04:30pm ,99
11248,1.0,2015-09-13,04:30pm ,102
11249,1.0,2015-09-14,04:30pm ,167
11250,1.0,2015-09-15,04:30pm ,131
11251,1.0,2015-09-16,04:30pm ,109
11252,1.0,2015-09-17,04:30pm ,125
11253,1.0,2015-09-18,04:30pm ,112
11254,1.0,2015-09-19,04:30pm ,76
11255,1.0,2015-09-20,04:30pm ,85
11256,1.0,2015-09-21,04:30pm ,147
11257,1.0,2015-09-22,04:30pm ,110
11258,1.0,2015-09-23,04:30pm ,124
11259,1.0,2015-09-24,04:30pm ,125
11260,1.0,2015-09-25,04:30pm ,112
11261,1.0,2015-09-26,04:30pm ,
11262,1.0,2015-09-27,04:30pm ,105
11263,1.0,2015-09-28,04:30pm ,168
11264,1.0,2015-09-29,04:30pm ,120
11265,1.0,2015-09-30,04:30pm ,110
11266,1.0,2015-10-01,04:30pm ,115
11267,1.0,2015-10-02,04:30pm ,136
11268,1.0,2015-10-03,04:30pm ,73
11269,1.0,2015-10-04,04:30pm ,82
11270,1.0,2015-10-05,04:30pm ,121
11271,1.0,2015-10-06,04:30pm ,105
11272,1.0,2015-10-07,04:30pm ,102
11273,1.0,2015-10-08,04:30pm ,127
11274,1.0,2015-10-09,04:30pm ,112
11275,1.0,2015-10-10,04:30pm ,
11276,1.0,2015-10-11,04:30pm ,91
11277,1.0,2015-10-12,04:30pm ,156
11278,1.0,2015-10-13,04:30pm ,132
11279,1.0,2015-10-14,04:30pm ,105
11280,1.0,2015-10-15,04:30pm ,134
11281,1.0,2015-10-16,04:30pm ,122
11282,1.0,2015-10-17,04:30pm ,80
11283,1.0,2015-10-18,04:30pm ,64
11284,1.0,2015-10-19,04:30pm ,156
11285,1.0,2015-10-20,04:30pm ,110
11286,1.0,2015-10-21,04:30pm ,109
11287,1.0,2015-10-22,04:30pm ,133
11288,1.0,2015-10-23,04:30pm ,130
11289,1.0,2015-10-24,04:30pm ,
11290,1.0,2015-10-25,04:30pm ,70
11291,1.0,2015-10-26,04:30pm ,171
11292,1.0,2015-10-27,04:30pm ,107
11293,1.0,2015-10-28,04:30pm ,110
11294,1.0,2015-10-29,04:30pm ,142
11295,1.0,2015-10-30,04:30pm ,108
11296,1.0,2015-10-31,04:30pm ,98
11297,1.0,2015-11-01,04:30pm ,62
11298,1.0,2015-11-02,04:30pm ,148
11299,1.0,2015-11-03,04:30pm ,105
11300,1.0,2015-11-04,04:30pm ,113
11301,1.0,2015-11-05,04:30pm ,135
11302,1.0,2015-11-06,04:30pm ,137
11303,1.0,2015-11-07,04:30pm ,71
11304,1.0,2015-11-08,04:30pm ,73
11305,1.0,2015-11-09,04:30pm ,143
11306,1.0,2015-11-10,04:30pm ,130
11307,1.0,2015-11-11,04:30pm ,112
11308,1.0,2015-11-12,04:30pm ,117
11309,1.0,2015-11-13,04:30pm ,104
11310,1.0,2015-11-14,04:30pm ,80
11311,1.0,2015-11-15,04:30pm ,97
11312,1.0,2015-11-16,04:30pm ,121
11313,1.0,2015-11-17,04:30pm ,120
11314,1.0,2015-11-18,04:30pm ,102
11315,1.0,2015-11-19,04:30pm ,122
11316,1.0,2015-11-20,04:30pm ,118
11317,1.0,2015-11-21,04:30pm ,80
11318,1.0,2015-11-22,04:30pm ,67
11319,1.0,2015-11-23,04:30pm ,124
11320,1.0,2015-11-24,04:30pm ,67
11321,1.0,2015-11-25,04:30pm ,53
11322,1.0,2015-11-28,04:30pm ,38
11323,1.0,2015-11-29,04:30pm ,40
11324,1.0,2015-11-30,04:30pm ,133
11325,1.0,2015-12-01,04:30pm ,153
11326,1.0,2015-12-02,04:30pm ,97
11327,1.0,2015-12-03,04:30pm ,123
11328,1.0,2015-12-04,04:30pm ,145
11329,1.0,2015-12-05,04:30pm ,112
11330,1.0,2015-12-06,04:30pm ,86
11331,1.0,2015-12-07,04:30pm ,183
11332,1.0,2015-12-08,04:30pm ,137
11333,1.0,2015-12-09,04:30pm ,116
11334,1.0,2015-12-10,04:30pm ,107
11335,1.0,2015-12-11,04:30pm ,118
11336,1.0,2015-12-12,04:30pm ,102
11337,1.0,2015-12-13,04:30pm ,77
11338,1.0,2015-12-14,04:30pm ,96
11339,1.0,2015-12-15,04:30pm ,61
11340,1.0,2015-12-16,04:30pm ,68
11341,1.0,2015-12-17,04:30pm ,61
11342,1.0,2015-12-18,04:30pm ,31
11343,1.0,2015-12-19,04:30pm ,39
11344,1.0,2015-12-20,04:30pm ,35
11345,1.0,2015-12-21,04:30pm ,67
11346,1.0,2015-12-22,04:30pm ,38
11347,1.0,2015-12-23,04:30pm ,38
11348,1.0,2016-01-15,04:30pm ,142
11349,1.0,2016-01-16,04:30pm ,127
11350,1.0,2016-01-22,04:30pm ,141
11351,1.0,2016-01-29,04:30pm ,106
11352,1.0,2016-01-02,04:30pm ,38
11353,1.0,2016-01-04,04:30pm ,53
11354,1.0,2016-01-05,04:30pm ,67
11355,1.0,2016-01-06,04:30pm ,45
11356,1.0,2016-01-07,04:30pm ,33
11357,1.0,2016-01-08,04:30pm ,59
11358,1.0,2016-01-09,04:30pm ,49
11359,1.0,2016-01-11,04:30pm ,92
11360,1.0,2016-01-12,04:30pm ,112
11361,1.0,2016-01-13,04:30pm ,110
11362,1.0,2016-01-14,04:30pm ,126
11363,1.0,2016-01-17,04:30pm ,118
11364,1.0,2016-01-18,04:30pm ,150
11365,1.0,2016-01-19,04:30pm ,173
11366,1.0,2016-01-20,04:30pm ,145
11367,1.0,2016-01-21,04:30pm ,100
11368,1.0,2016-01-23,04:30pm ,116
11369,1.0,2016-01-25,04:30pm ,205
11370,1.0,2016-01-26,04:30pm ,167
11371,1.0,2016-01-27,04:30pm ,136
11372,1.0,2016-01-28,04:30pm ,156
11373,1.0,2016-01-31,04:30pm ,81
11374,1.0,2016-01-03,04:30pm ,34
11375,1.0,2016-01-30,04:30pm ,98
11376,1.0,2016-01-23,04:30pm ,116
11377,1.0,2016-02-01,04:30pm ,160
11378,1.0,2016-02-02,04:30pm ,140
11379,1.0,2016-02-03,04:30pm ,129
11380,1.0,2016-02-04,04:30pm ,117
11381,1.0,2016-02-05,04:30pm ,131
11382,1.0,2016-02-06,04:30pm ,74
11383,1.0,2016-02-07,04:30pm ,48
11384,1.0,2016-02-08,04:30pm ,182
11385,1.0,2016-02-09,04:30pm ,153
11386,1.0,2016-02-10,04:30pm ,142
11387,1.0,2016-02-11,04:30pm ,120
11388,1.0,2016-02-12,04:30pm ,132
11389,1.0,2016-02-13,04:30pm ,51
11390,1.0,2016-02-14,04:30pm ,60
11391,1.0,2016-02-15,04:30pm ,169
11392,1.0,2016-02-16,04:30pm ,113
11393,1.0,2016-02-17,04:30pm ,122
11394,1.0,2016-02-18,04:30pm ,135
11395,1.0,2016-02-19,04:30pm ,152
11396,1.0,2016-02-20,04:30pm ,73
11397,1.0,2016-02-21,04:30pm ,89
11398,1.0,2016-02-22,04:30pm ,152
11399,1.0,2016-02-23,04:30pm ,153
11400,1.0,2016-02-24,04:30pm ,123
11401,1.0,2016-02-25,04:30pm ,163
11402,1.0,2016-02-26,04:30pm ,
11403,1.0,2016-02-27,04:30pm ,
11404,1.0,2016-02-28,04:30pm ,87
11405,1.0,2016-02-29,04:30pm ,141
11406,1.0,2016-03-01,04:30pm ,112
11407,1.0,2016-03-02,04:30pm ,159
11408,1.0,2016-03-03,04:30pm ,133
11409,1.0,2016-03-04,04:30pm ,99
11410,1.0,2016-03-05,04:30pm ,81
11411,1.0,2016-03-06,04:30pm ,80
11412,1.0,2016-03-07,04:30pm ,122
11413,1.0,2016-03-08,04:30pm ,124
11414,1.0,2016-03-09,04:30pm ,105
11415,1.0,2016-03-10,04:30pm ,97
11416,1.0,2016-03-11,04:30pm ,62
11417,1.0,2016-03-12,04:30pm ,41
11418,1.0,2016-03-13,04:30pm ,51
11419,1.0,2016-03-14,04:30pm ,36
11420,1.0,2016-03-15,04:30pm ,41
11421,1.0,2016-03-16,04:30pm ,35
11422,1.0,2016-03-17,04:30pm ,33
11423,1.0,2016-03-18,04:30pm ,46
11424,1.0,2016-03-19,04:30pm ,39
11425,1.0,2016-03-20,04:30pm ,81
11426,1.0,2016-03-21,04:30pm ,179
11427,1.0,2016-03-22,04:30pm ,112
11428,1.0,2016-03-23,04:30pm ,129
11429,1.0,2016-03-24,04:30pm ,112
11430,1.0,2016-03-25,04:30pm ,122
11431,1.0,2016-03-26,04:30pm ,76
11432,1.0,2016-03-27,04:30pm ,84
11433,1.0,2016-03-28,04:30pm ,165
11434,1.0,2016-03-29,04:30pm ,134
11435,1.0,2016-03-30,04:30pm ,132
11436,1.0,2016-03-31,04:30pm ,134
11437,1.0,2016-04-14,04:30pm ,142
11438,1.0,2016-04-01,04:30pm ,68
11439,1.0,2016-04-02,04:30pm ,63
11440,1.0,2016-04-03,04:30pm ,74
11441,1.0,2016-04-04,04:30pm ,156
11442,1.0,2016-04-05,04:30pm ,146
11443,1.0,2016-04-06,04:30pm ,118
11444,1.0,2016-04-07,04:30pm ,126
11445,1.0,2016-04-08,04:30pm ,127
11446,1.0,2016-04-09,04:30pm ,67
11447,1.0,2016-04-13,04:30pm ,165
11448,1.0,2016-04-15,04:30pm ,92
11449,1.0,2016-04-17,04:30pm ,84
11450,1.0,2016-04-10,04:30pm ,74
11451,1.0,2016-04-11,04:30pm ,148
11452,1.0,2016-04-12,04:30pm ,135
11453,1.0,2016-04-16,04:30pm ,55
11454,1.0,2016-05-24,04:30pm ,
11455,1.0,2016-05-02,04:30pm ,158
11456,1.0,2016-05-03,04:30pm ,152
11457,1.0,2016-05-04,04:30pm ,124
11458,1.0,2016-05-05,04:30pm ,91
11459,1.0,2016-05-06,04:30pm ,122
11460,1.0,2016-05-08,04:30pm ,67
11461,1.0,2016-05-09,04:30pm ,
11462,1.0,2016-05-10,04:30pm ,
11463,1.0,2016-05-11,04:30pm ,
11464,1.0,2016-05-12,04:30pm ,
11465,1.0,2016-05-13,04:30pm ,
11466,1.0,2016-05-01,04:30pm ,68
11467,2.0,2015-10-01,04:30pm ,58
11468,2.0,2015-10-02,04:30pm ,76
11469,2.0,2015-10-03,04:30pm ,49
11470,2.0,2015-10-04,04:30pm ,34
11471,2.0,2015-10-05,04:30pm ,98
11472,2.0,2015-10-06,04:30pm ,83
11473,2.0,2015-10-07,04:30pm ,65
11474,2.0,2015-10-08,04:30pm ,83
11475,2.0,2015-10-09,04:30pm ,67
11476,2.0,2015-10-10,04:30pm ,
11477,2.0,2015-10-11,04:30pm ,49
